keep it up	2389
thank you sir	1351
god bless you	1272
all the best	1261
thank so much	796
best of luck	719
regards team being	529
shame on you	517
happy new year	380
very nice song	354
get well soon	339
proud of you	289
work from home	281
very very nice	277
good morning sir	267
by the way	230
very nice video	224
very nice recipe	215
happy birthday dear	209
you are great	208
sir thank you	193
please help me	188
mom and dad	172
hi recipe try	172
thanks so much	166
you are right	164
same to same	164
thanks for sharing	159
we love you	157
added video to	152
super star singer	152
big fan and	145
happy birthday sir	143
please reply me	140
very nice sir	137
ticket to finale	134
australia david warner	134
wait and watch	128
lots of love	127
you tube channel	124
so much sir	123
west indies over	117
he he he	116
love you sir	114
love for rent	112
proud to be	111
we support you	110
one man army	105
love so much	105
sir please reply	104
thank you madam	103
nice video sir	103
my name is	102
please reply sir	100
freedom of speech	98
love you all	98
please please please	97
thanks for watching	95
lock down mule	95
red velvet cake	93
help me sir	92
oh my god	92
hello sir me	91
point of view	89
thanks for recipe	87
middle class family	86
final year students	86
good one number	86
operative bank band	84
sorry to say	80
wild card entry	80
thank you for	80
hi sir me	80
black forest cake	80
is the best	79
good job sir	78
thank very much	77
hats off to	76
law and order	74
down to earth	73
so nice song	73
sir please sir	71
same to you	71
sir final year	70
happy independence day	70
nice information sir	69
one and only	68
reply me sir	67
am big fan	67
pm care fund	66
uniform civil code	66
wish you happy	66
me first time	66
me hi recipe	66
nice song guru	66
am so happy	65
we miss you	64
sir please help	63
one man show	62
great job sir	61
sir help me	61
republican party of	61
state bank of	60
metro car shed	59
how are you	59
ok thank you	59
please help us	58
sir contact no	58
happy married life	58
very very good	58
for the win	57
happy birthday to	57
face to face	57
very good sir	57
captains will say	56
sir last year	56
go corona go	56
thank you so	56
thank you dear	56
love you too	55
happy friendship day	55
mirror glaze cake	55
love this song	55
recipe me try	54
super hit song	54
recipe thank you	53
sir fungal infection	53
final year student	52
one of my	52
din me hi	52
step by step	52
me try karen	52
art of living	51
belated happy birthday	50
big fan of	50
can we use	50
sir love you	49
wow very nice	49
england jose butler	49
shame shame shame	48
he portal band	48
my left side	48
hi hi hi	48
good evening sir	47
thanks you sir	47
reserve bank of	47
love you song	47
west indies craig	47
rest in peace	46
you so much	46
are are are	45
great work sir	45
thanks to you	45
social media mule	44
divide and rule	44
you are best	44
thank you ma'am	44
he news channel	44
very nice voice	44
please tell me	43
rain water harvesting	43
miss so much	43
love you dear	43
so nice recipe	43
big boss made	42
god bless all	42
sir age limit	42
is an emotion	41
ice cream recipe	41
west indies nicholas	41
good afternoon sir	40
salute to you	40
up super star	40
rule one nation	40
hi web series	40
agree with you	39
link open hot	39
cabinet home minister	39
simple past tense	39
my all time	38
so thank you	38
love you both	38
new rap song	38
sir thanks sir	38
me st time	37
please help sir	37
first time try	37
wow so nice	37
sir penny stock	37
very nice dance	37
looking so beautiful	37
wet and watch	37
main junior research	37
freedom of expression	36
we want justice	36
old is gold	36
contact no send	36
hi good morning	36
very good song	36
love your voice	36
rotary club of	36
congress party congress	36
first of all	35
part time job	35
he big boss	35
big boss show	35
happy mother's day	35
all in one	35
point to point	35
note pro max	35
water management consultant	35
sir nice video	35
we are with	34
salute you sir	34
have nice day	34
sir good morning	34
stand up comedy	34
happy birth day	34
hi recipe share	34
blue berry cake	34
fake news spread	33
best of lack	33
made in china	33
is so cute	33
mark my words	33
best off luck	33
please sir reply	33
mobile no send	33
property news sir	33
big boss winner	32
good work sir	32
day by day	32
toll free number	32
on the spot	32
we proud of	32
god bless him	32
wish happy birthday	32
my favorite song	32
make video on	32
sir current affairs	32
sir network marketing	32
bamboo serving bowl	32
news special report	32
time to time	31
use and throw	31
we are waiting	31
sir weight gain	31
baking soda use	31
very good morning	30
sir mobile no	30
last year student	30
you are amazing	30
east or west	30
prime minister of	30
sir contact number	30
big fan sir	30
bet capsule and	30
let me know	29
well done sir	29
big boss band	29
free of cost	29
all time favorite	29
after long time	29
what is this	29
miss you too	29
non creamy layer	29
shame on government	29
sir option trading	29
perfect continuous tense	29
very nice information	29
thanks for reply	28
objects to enforced	28
at any cost	28
